Label,statement,subjects,speaker_name,speaker_job,speaker_state,speaker_affiliation,statement_context
true,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,education$public-safety,sloan-roach,Spokeswoman for Gwinnett County Schools,,none,a television interview
true,Ohio today has the fewest number of state employees since the Reagan administration.,government-efficiency$job-accomplishments$state-budget,yvette-mcgee-brown,Ohio Supreme Court justice,Ohio,democrat,a speech at a candidates forum
mostly-true,Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?,elections$state-budget$unions,steve-buckstein,,Oregon,newsmaker,"in a tweet, online post"
half-true,Says he opposed $716 billion cut to Medicare.,medicare,cw-bill-young,"U.S. Representative, Florida District 10",Florida,republican,a TV commercial
half-true,Donald Trump has said nuclear proliferation is OK.,nuclear,mark-warner,U.S. Senator,Virginia,democrat,a TV interview.
false,"So many people were critical of Secretary (John) Kerry going to Paris and talking with Hamas, because Kerry was seen as supporting Hamas to the exclusion of the Arab League.",foreign-policy$israel,greta-van-susteren,Fox News host,,none,comments on ABC's This Week
mostly-true,The insurance commissioner cant do squat about health care.,health-care,ralph-hudgens,,Georgia,republican,a radio interview broadcast over the Internet
mostly-true,"Every general City of Milwaukee employee pays toward his or her pension, but approximately 88 percent of our police officers and firefighters do not.",city-budget$city-government$labor$pensions$public-safety$taxes$unions,tom-barrett,Mayor of Milwaukee,Wisconsin,democrat,a speech
mostly-true,"When these same Republicans - including Mr. Boehner - were in charge, the number of earmarks and pet projects went up, not down.",federal-budget,barack-obama,President,Illinois,democrat,"a speech in Cleveland, Ohio."
barely-true,"Says Gov. Rick Perrys administration has proposed ending immunizations for 113,000 kids.",children$health-care$state-budget,mike-villarreal,Small business owner,Texas,democrat,a press release
true,We now sell more products made in America to the rest of the world than ever before.,corrections-and-updates$trade,barack-obama,President,Illinois,democrat,a speech on homeownership
half-true,What is the maximum number of students allowed in your classroom? ... 30 or more!,children$education$florida-amendments,vote-no-8,,Florida,none,a campaign mailer
barely-true,"Keystone XL allows Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.",energy$gas-prices,barack-obama,President,Illinois,democrat,a press conference in Burma
mostly-true,"While in the Illinois Senate, Barack Obama passed tax cuts for hard-working families.",taxes,michelle-obama,,Illinois,democrat,Denver
barely-true,PolitiFact Texas says Congressman Edwards attacks on Bill Flores are false.,ethics$message-machine,bill-flores,Businessman,Texas,republican,a TV ad.
mostly-true,We have the lowest percentage of Americans actually holding a job in 40 years.,economy$jobs,jeff-sessions,,Alabama,republican,a speech at the Republican National Convention in Cleveland
mostly-true,A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.,economy$jobs,rick-perry,Governor,Texas,republican,an interview posted online by WFAA-TV in Dallas
barely-true,The Obama White House recognizes a baby that has not been born for security purposes.,abortion,national-right-life-committee,,,none,a press release
false,"We continue to see these isolated incidents of people trying to vote five, six times a day.",crime$elections,scott-fitzgerald,"State Senator, 13th District",Wisconsin,republican,an interview with a newspaper editorial board
half-true,"Federal law for Obamacare navigators does not bar or even require screening for convicted felons, including individuals convicted of identity theft or fraud.",crime$criminal-justice$health-care,pete-sessions,U.S. House representative,Texas,republican,an oped column
half-true,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,guns,ted-cruz,Senator,Texas,republican,a U.S. Senate committee hearing.
barely-true,"Says the Defense Department shrink-wrapped $10.8 billion in American money, loaded it on 175 pallets and put it on a transport plane to Iraq where they passed out $100 bills and no one has any receipts.",government-efficiency$iraq,dennis-kucinich,U.S. representative,Ohio,democrat,a FoxNews interview
false,TheAffordable Care Actalters the sensible doctor-patient-relationship-centered health care program ... we see today.,health-care,sarah-palin,,Alaska,republican,comments on Fox's Fox News Sunday
true,"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",economy$job-accomplishments$jobs,rick-perry,Governor,Texas,republican,an advertisement
extremely-false,"Obamacare will provide insurance to all non-U.S. residents, even if they are here illegally.",health-care$immigration,chain-email,,,none,a long-running chain email
half-true,Says the 2012-13 state budget leaves $6 billion in a rainy day fund.,state-budget$state-finances,rick-perry,Governor,Texas,republican,a speech.
half-true,"Says Chris Christie fired 6,000 teachers.",education,ed-schultz,MSNBC television host,,none,a broadcast of the Ed Schultz Show
false,"A report just came out that if we continue with President Obamas policies, were looking at over 9 percent unemployment next year in the fourth quarter.",economy$federal-budget$jobs,michele-bachmann,Congresswoman,Minnesota,republican,a Fox News interview
half-true,Marco Rubio was subpoenaed.,candidates-biography,charlie-crist,,Florida,democrat,in a TV ad.
false,I did not support the war in Iraq The record shows that Im right.,candidates-biography$foreign-policy$history$iraq,donald-trump,President-Elect,New York,republican,a presidential debate
barely-true,I said no to higher taxes and fees.,candidates-biography$taxes,ellyn-bogdanoff,state representative,Florida ,republican,a TV ad
half-true,"Weve got 7.2 percent unemployment (in Ohio), but when you include the folks who have stopped looking for work, its actually over 10 percent.",economy$jobs,rob-portman,U.S. senator from Ohio,Ohio,republican,a television interview
false,Ted Strickland destroyed Ohio jobs when he busted the budget.,government-efficiency$jobs$message-machine$state-budget,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,a campaign video
barely-true,I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea.,economy,barack-obama,President,Illinois,democrat,"a speech in Dunedin, Fla."
half-true,One Wisconsin school district is so worried about losing state funding that it has stopped giving milk to elementary school kids during snack time.,education$pundits$state-budget,al-sharpton,,New York,democrat,a TV show
false,"For four years, we balanced the budget and paid off $405 billion in debt.",deficit$economy$federal-budget,newt-gingrich,Co-host on CNN's Crossfire,Georgia,republican,a presidential campaign announcement video
mostly-true,Federal spending on entitlements is projected to consume all revenue by 2045.,federal-budget$health-care$medicaid$medicare$social-security,josh-mandel,Ohio treasurer,Ohio,republican,a letter to Ohio lawmakers
extremely-false,"When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: Yeah, were open.",history$pop-culture$pundits$religion,jon-stewart,,,none,a segment of The Daily Show
half-true,I've been standing up against ... the Chinese government over women's rights and standing up for human rights.,foreign-policy,hillary-clinton,Presidential candidate,New York,democrat,an interview on CNN's <i> American Morning</i>
true,"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",housing,ellen-rosenblum,,,democrat,an opinion article
false,Says his campaign has released his past tax returns.,candidates-biography$taxes$transparency,bernie-s,U.S. Senator,Vermont,independent,an interview with CNN's Jake Tapper
false,Says Mitt Romney would deny gay people the right to adopt children.,gays-and-lesbians$message-machine-2012,barack-obama,President,Illinois,democrat,a Web ad
